title,plot,poster_url,genres
A Clockwork Orange,"In future Britain, charismatic delinquent Alex DeLarge is jailed and volunteers for an experimental aversion therapy developed by the government in an effort to solve society's crime problem - but not all goes according to plan.",http://ia.media-imdb.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@.jpg,"[""Crime"", ""Drama"", ""Sci-Fi""]"
Double Indemnity,An insurance representative lets himself be talked into a murder/insurance fraud scheme that arouses an insurance investigator's suspicions.,http://ia.media-imdb.com/images/M/MV5BMTQzOTE4MTIzMV5BMl5BanBnXkFtZTgwODc1NDQ5MDE@.jpg,"[""Crime"", ""Drama"", ""Film-Noir"", ""Thriller""]"
Taxi Driver,"A mentally unstable Vietnam war veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.",http://ia.media-imdb.com/images/M/MV5BMTQ1Nzg3MDQwN15BMl5BanBnXkFtZTcwNDE2NDU2MQ@@.jpg,"[""Crime"", ""Drama""]"
Requiem for a Dream,The drug-induced utopias of four Coney Island people are shattered when their addictions become stronger.,http://ia.media-imdb.com/images/M/MV5BMzM2OTYwMTY4Nl5BMl5BanBnXkFtZTcwMjU1Njg3OA@@.jpg,"[""Drama""]"
To Kill a Mockingbird,"Atticus Finch, a lawyer in the Depression-era South, defends a black man against an undeserved rape charge, and his kids against prejudice.",http://ia.media-imdb.com/images/M/MV5BMjA4MzI1NDY2Nl5BMl5BanBnXkFtZTcwMTcyODc5Mw@@.jpg,"[""Drama""]"
Lawrence of Arabia,"Follows a brilliant, flamboyant and controversial British military figure and his conflicted loyalties during wartime service.",http://ia.media-imdb.com/images/M/MV5BMzAwMjM4NzA2OV5BMl5BanBnXkFtZTcwMDI0NzAwMQ@@.jpg,"[""Adventure"", ""Biography"", ""Drama"", ""History"", ""War""]"
Eternal Sunshine of the Spotless Mind,"When their relationship turns sour, a couple undergoes a procedure to have each other erased from their memories. But it is only through the process of loss that they discover what they had to begin with.",http://ia.media-imdb.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@.jpg,"[""Drama"", ""Romance"", ""Sci-Fi""]"
Full Metal Jacket,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,http://ia.media-imdb.com/images/M/MV5BMjA4NzY4ODk4Nl5BMl5BanBnXkFtZTgwOTcxNTYxMTE@.jpg,"[""Drama"", ""War""]"
Bicycle Thieves,A man and his son search for a stolen bicycle vital for his job.,http://ia.media-imdb.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@.jpg,"[""Drama""]"
The Sting,"In Chicago in September 1936, a young con man king revenge for his murdered partner teams up with a master of the big con to win a fortune from a criminal banker.",http://ia.media-imdb.com/images/M/MV5BMTY5MjM1OTAyOV5BMl5BanBnXkFtZTgwMDkwODg4MDE@.jpg,"[""Comedy"", ""Crime"", ""Drama""]"
Singin' in the Rain,A silent film production company and cast make a difficult transition to sound.,http://ia.media-imdb.com/images/M/MV5BMTUxMTIyNTI4Nl5BMl5BanBnXkFtZTcwNTk1ODQyMg@@.jpg,"[""Comedy"", ""Musical"", ""Romance""]"
Amadeus,"The incredible story of Wolfgang Amadeus Mozart, told by his peer and secret rival Antonio Salieri - now confined to an insane asylum.",http://ia.media-imdb.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2.jpg,"[""Biography"", ""Drama"", ""Music""]"
Monty Python and the Holy Grail,"King Arthur and his knights embark on a low-budget search for the Grail, encountering many very silly obstacles.",http://ia.media-imdb.com/images/M/MV5BMTkzODczMTgwM15BMl5BanBnXkFtZTYwNTAwODI5.jpg,"[""Adventure"", ""Comedy"", ""Fantasy""]"
Snatch.,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers, and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",http://ia.media-imdb.com/images/M/MV5BMTk5NzE0MDQyNl5BMl5BanBnXkFtZTcwNzk4Mjk3OA@@.jpg,"[""Comedy"", ""Crime""]"
2001: A Space Odyssey,"Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest.",http://ia.media-imdb.com/images/M/MV5BNDYyMDgxNDQ5Nl5BMl5BanBnXkFtZTcwMjc1ODg3OA@@.jpg,"[""Mystery"", ""Sci-Fi""]"
For a Few Dollars More,"Two bounty hunters with the same intentions, team up to track down a Western outlaw.",http://ia.media-imdb.com/images/M/MV5BMTQzMjIzOTEzMF5BMl5BanBnXkFtZTcwMTUzNTk3NA@@.jpg,"[""Western""]"
All About Eve,An ingenue insinuates herself in to the company of an established but aging stage actress and her circle of theater friends.,http://ia.media-imdb.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@.jpg,"[""Drama""]"
The Kid,"The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",http://ia.media-imdb.com/images/M/MV5BMTkzNTgxMDU1OF5BMl5BanBnXkFtZTgwOTQ3MjI2MzE@.jpg,"[""Comedy"", ""Drama"", ""Family""]"
L.A. Confidential,"As corruption grows in 1950s LA, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",http://ia.media-imdb.com/images/M/MV5BMTQ5MTU4MzQ5NF5BMl5BanBnXkFtZTcwMjY1OTM2MQ@@.jpg,"[""Crime"", ""Drama"", ""Mystery"", ""Thriller""]"
Rashômon,A heinous crime and its aftermath are recalled from differing points of view.,http://ia.media-imdb.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@.jpg,"[""Crime"", ""Drama"", ""Mystery""]"
The Apartment,"A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",http://ia.media-imdb.com/images/M/MV5BMTM1OTc4MzgzNl5BMl5BanBnXkFtZTcwNTE2NjgyMw@@.jpg,"[""Comedy"", ""Drama"", ""Romance""]"
Toy Story,A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,http://ia.media-imdb.com/images/M/MV5BMTgwMjI4MzU5N15BMl5BanBnXkFtZTcwMTMyNTk3OA@@.jpg,"[""Animation"", ""Adventure"", ""Comedy"", ""Family"", ""Fantasy""]"
Inglourious Basterds,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.",http://ia.media-imdb.com/images/M/MV5BMjIzMDI4MTUzOV5BMl5BanBnXkFtZTcwNDY3NjA3Mg@@.jpg,"[""Adventure"", ""Drama"", ""War""]"
The Treasure of the Sierra Madre,"Fred Dobbs and Bob Curtin, two Americans searching for work in Mexico, convince an old prospector to help them mine for gold in the Sierra Madre Mountains.",http://ia.media-imdb.com/images/M/MV5BMTQ4MzUzOTYwOV5BMl5BanBnXkFtZTgwNDA4MzgyMjE@.jpg,"[""Action"", ""Adventure"", ""Drama"", ""Western""]"
Jodaeiye Nader az Simin,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,http://ia.media-imdb.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@.jpg,"[""Drama""]"
Indiana Jones and the Last Crusade,"When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana Jones must follow in his father's footsteps and stop the Nazis.",http://ia.media-imdb.com/images/M/MV5BMTQxMTUyODg2OF5BMl5BanBnXkFtZTcwNDM2MjAxNA@@.jpg,"[""Action"", ""Adventure""]"
The Third Man,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, black-market opportunist Harry Lime.",http://ia.media-imdb.com/images/M/MV5BMjMwNzMzMTQ0Ml5BMl5BanBnXkFtZTgwNjExMzUwNjE@.jpg,"[""Film-Noir"", ""Mystery"", ""Thriller""]"
Metropolis,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",http://ia.media-imdb.com/images/M/MV5BNDAzNTkyODg1MF5BMl5BanBnXkFtZTgwMDA3NDkwMDE@.jpg,"[""Drama"", ""Sci-Fi""]"
Yojimbo,A crafty ronin comes to a town divided by two criminal gangs and decides to play them against each other to free the town.,http://ia.media-imdb.com/images/M/MV5BMjAwNTQ3ODUyMl5BMl5BanBnXkFtZTgwNDg5ODQyNjE@.jpg,"[""Drama""]"
Some Like It Hot,"When two musicians witness a mob hit, they flee the state in an all female band disguised as women, but further complications set in.",http://ia.media-imdb.com/images/M/MV5BNzYzMDkzNDQ0N15BMl5BanBnXkFtZTcwNzQ0NDQyNA@@.jpg,"[""Comedy""]"
Batman Begins,"After training with his mentor, Batman begins his war on crime to free the crime-ridden Gotham City from corruption that the Scarecrow and the League of Shadows have cast upon it.",http://ia.media-imdb.com/images/M/MV5BNTM3OTc0MzM2OV5BMl5BanBnXkFtZTYwNzUwMTI3.jpg,"[""Action"", ""Adventure""]"
Scarface,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel while succumbing to greed.",http://ia.media-imdb.com/images/M/MV5BMjAzOTM4MzEwNl5BMl5BanBnXkFtZTgwMzU1OTc1MDE@.jpg,"[""Crime"", ""Drama""]"
Unforgiven,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner and a young man.",http://ia.media-imdb.com/images/M/MV5BMTkzNTc0NDc4OF5BMl5BanBnXkFtZTcwNTY1ODg3OA@@.jpg,"[""Western""]"
Up,"Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",http://ia.media-imdb.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@.jpg,"[""Animation"", ""Adventure"", ""Comedy"", ""Family""]"
3 Idiots,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots"".",http://ia.media-imdb.com/images/M/MV5BMTMyOTg0ODQ1OF5BMl5BanBnXkFtZTcwNjc0NTMwNQ@@.jpg,"[""Comedy"", ""Drama""]"
Raging Bull,"An emotionally self-destructive boxer's journey through life, as the violence and temper that leads him to the top in the ring, destroys his life outside it.",http://ia.media-imdb.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@.jpg,"[""Biography"", ""Drama"", ""Sport""]"
Downfall,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",http://ia.media-imdb.com/images/M/MV5BMTM1OTI1MjE2Nl5BMl5BanBnXkFtZTcwMTEwMzc4NA@@.jpg,"[""Biography"", ""Drama"", ""History"", ""War""]"
Chinatown,"A private detective hired to expose an adulterer finds himself caught up in a web of deceit, corruption and murder.",http://ia.media-imdb.com/images/M/MV5BMTUyMTQ1NjA2OV5BMl5BanBnXkFtZTcwODQ1Njg3OA@@.jpg,"[""Drama"", ""Mystery"", ""Thriller""]"
The Great Escape,Allied P.O.W.s plan for several hundred of their number to escape from a German camp during World War II.,http://ia.media-imdb.com/images/M/MV5BMjI2MTQwNDI3Nl5BMl5BanBnXkFtZTcwNDk4MTkzNA@@.jpg,"[""Adventure"", ""Drama"", ""History"", ""War""]"
Die Hard,"John McClane, officer of the NYPD, tries to save wife Holly Gennaro and several others, taken hostage by German terrorist Hans Gruber during a Christmas party at the Nakatomi Plaza in Los Angeles.",http://ia.media-imdb.com/images/M/MV5BMTY4ODM0OTc2M15BMl5BanBnXkFtZTcwNzE0MTk3OA@@.jpg,"[""Action"", ""Thriller""]"
Jagten,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",http://ia.media-imdb.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@.jpg,"[""Drama""]"
On the Waterfront,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,http://ia.media-imdb.com/images/M/MV5BMTcwMTU3MjI1OV5BMl5BanBnXkFtZTgwNjE2OTI3MjE@.jpg,"[""Crime"", ""Drama""]"
Good Will Hunting,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",http://ia.media-imdb.com/images/M/MV5BMTk0NjY0Mzg5MF5BMl5BanBnXkFtZTcwNzM1OTM2MQ@@.jpg,"[""Drama""]"
Heat,A group of professional bank robbers start to feel the heat from police when they unknowingly leave a clue at their latest heist.,http://ia.media-imdb.com/images/M/MV5BMTM1NDc4ODkxNV5BMl5BanBnXkFtZTcwNTI4ODE3MQ@@.jpg,"[""Action"", ""Crime"", ""Drama"", ""Thriller""]"
Pan's Labyrinth,"In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",http://ia.media-imdb.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@.jpg,"[""Drama"", ""Fantasy"", ""War""]"
Mr. Smith Goes to Washington,"A naive man is appointed to fill a vacancy in the US Senate. His plans promptly collide with political corruption, but he doesn't back down.",http://ia.media-imdb.com/images/M/MV5BMjAwMzU5ODkwNF5BMl5BanBnXkFtZTcwNTg4Mjk3OA@@.jpg,"[""Drama""]"
The Bridge on the River Kwai,"After settling his differences with a Japanese PoW camp commander, a British colonel co-operates to over his men's construction of a railway bridge for their captors - while oblivious to a plan by the Allies to destroy it.",http://ia.media-imdb.com/images/M/MV5BMTc2NzA0NTEwNF5BMl5BanBnXkFtZTcwMzA0MTk3OA@@.jpg,"[""Adventure"", ""Drama"", ""War""]"
My Neighbor Totoro,"When two girls move to the country to be near their ailing mother, they have adventures with the wonderous forest spirits who live nearby.",http://ia.media-imdb.com/images/M/MV5BMjE3NzY5ODQwMV5BMl5BanBnXkFtZTcwNzY1NzcxNw@@.jpg,"[""Animation"", ""Family"", ""Fantasy""]"
Ikiru,A bureaucrat tries to find a meaning in his life after he discovers he has terminal cancer.,http://ia.media-imdb.com/images/M/MV5BMTcyMDU0MTQzNV5BMl5BanBnXkFtZTcwOTk2NDQyMQ@@.jpg,"[""Drama""]"
Ran,"An elderly lord abdicates to his three sons, and the two corrupt ones turn against him.",http://ia.media-imdb.com/images/M/MV5BMjA0Nzg0NzUzNV5BMl5BanBnXkFtZTcwNzkzNjk3OA@@.jpg,"[""Action"", ""Drama"", ""War""]"
The Seventh Seal,"A man ks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",http://ia.media-imdb.com/images/M/MV5BMTUzODUyNjkxM15BMl5BanBnXkFtZTcwODA5MTM1Mg@@.jpg,"[""Drama"", ""Fantasy""]"
The Gold Rush,A prospector goes to the Klondike in search of gold and finds it and .,http://ia.media-imdb.com/images/M/MV5BMzYzMDQyNzA4NV5BMl5BanBnXkFtZTYwNDU5NDU5.jpg,"[""Adventure"", ""Comedy"", ""Drama""]"
The General,"When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.",http://ia.media-imdb.com/images/M/MV5BODQxMzMyNTY5Nl5BMl5BanBnXkFtZTcwMDMyNTk3OA@@.jpg,"[""Action"", ""Adventure"", ""Comedy"", ""Romance"", ""War""]"
Wild Strawberries,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",http://ia.media-imdb.com/images/M/MV5BMjgwNjI3NTM1MF5BMl5BanBnXkFtZTgwNzY3MTUyMjE@.jpg,"[""Drama""]"
Blade Runner,A blade runner must pursue and try to terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,http://ia.media-imdb.com/images/M/MV5BMTA4MDQxNTk2NDheQTJeQWpwZ15BbWU3MDE2NjIyODk@.jpg,"[""Sci-Fi"", ""Thriller""]"
The Secret in Their Eyes,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,http://ia.media-imdb.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@.jpg,"[""Drama"", ""Mystery"", ""Thriller""]"
"Lock, Stock and Two Smoking Barrels","A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns.",http://ia.media-imdb.com/images/M/MV5BMTU4MTM1MjUxMF5BMl5BanBnXkFtZTYwOTEzODY4.jpg,"[""Comedy"", ""Crime""]"
The Elephant Man,"A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous facade, there is revealed a person of intelligence and sensitivity.",http://ia.media-imdb.com/images/M/MV5BMTExNTk0MjIzNDZeQTJeQWpwZ15BbWU3MDY5ODI5Nzg@.jpg,"[""Biography"", ""Drama""]"
The Wolf of Wall Street,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",http://ia.media-imdb.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@.jpg,"[""Biography"", ""Comedy"", ""Crime"", ""Drama""]"
Casino,"Greed, deception, money, power, and murder occur between two mobster best friends and a trophy wife over a gambling empire.",http://ia.media-imdb.com/images/M/MV5BMTMzMjkwMTk4Nl5BMl5BanBnXkFtZTYwNjYxMjk5.jpg,"[""Biography"", ""Crime"", ""Drama""]"
Howl's Moving Castle,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",http://ia.media-imdb.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@.jpg,"[""Animation"", ""Adventure"", ""Family"", ""Fantasy"", ""Romance""]"
Warrior,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",http://ia.media-imdb.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@.jpg,"[""Drama"", ""Sport""]"
Gran Torino,"Disgruntled Korean War veteran Walt Kowalski sets out to reform his neighbor, a Hmong teenager who tried to steal Kowalski's prized possession: a 1972 Gran Torino.",http://ia.media-imdb.com/images/M/MV5BMTQyMTczMTAxMl5BMl5BanBnXkFtZTcwOTc1ODE0Mg@@.jpg,"[""Drama""]"
The Big Lebowski,"""The Dude"" Lebowski, mistaken for a millionaire Lebowski, ks restitution for his ruined rug and enlists his bowling buddies to help get it.",http://ia.media-imdb.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@.jpg,"[""Comedy"", ""Crime""]"
V for Vendetta,"In a future British tyranny, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow it with the help of a young woman.",http://ia.media-imdb.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@.jpg,"[""Action"", ""Drama"", ""Thriller""]"
Rebecca,A self-conscious bride is tormented by the memory of her husband's dead first wife.,http://ia.media-imdb.com/images/M/MV5BMTM5ODA4ODMzM15BMl5BanBnXkFtZTcwOTA2NTEwNA@@.jpg,"[""Mystery"", ""Thriller""]"
Judgment at Nuremberg,"In 1948, an American court in occupied Germany tries four Nazi judges for war crimes.",http://ia.media-imdb.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@.jpg,"[""Drama"", ""History"", ""War""]"
The Deer Hunter,An in-depth examination of the ways in which the U.S. Vietnam war impacts and disrupts the lives of people in a small industrial town in Pennsylvania.,http://ia.media-imdb.com/images/M/MV5BMTk3MTQzMDUwMF5BMl5BanBnXkFtZTgwMTUxNzYxMTE@.jpg,"[""Drama"", ""War""]"
Cool Hand Luke,A man refuses to conform to life in a rural prison.,http://ia.media-imdb.com/images/M/MV5BODMyMDA0MTY2OF5BMl5BanBnXkFtZTcwMzkzNjk3OA@@.jpg,"[""Crime"", ""Drama""]"
How to Train Your Dragon,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be  to the creatures than he assumed.",http://ia.media-imdb.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@.jpg,"[""Animation"", ""Adventure"", ""Family"", ""Fantasy""]"
A Beautiful Mind,"After a brilliant but asocial mathematician, [link=nm1171285], accepts secret work in cryptography, his life takes a turn for the nightmarish.",http://ia.media-imdb.com/images/M/MV5BMTQ4MDI2MzkwMl5BMl5BanBnXkFtZTYwMjk0NTA5.jpg,"[""Biography"", ""Drama""]"
Fargo,Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,http://ia.media-imdb.com/images/M/MV5BMTgxNzY3MzUxOV5BMl5BanBnXkFtZTcwMDA0NjMyNA@@.jpg,"[""Crime"", ""Drama"", ""Thriller""]"
Gone with the Wind,A manipulative Southern belle carries on a turbulent affair with a blockade runner during the American Civil War.,http://ia.media-imdb.com/images/M/MV5BNDUwMjAxNTU1MF5BMl5BanBnXkFtZTgwMzg4NzMxMDE@.jpg,"[""Drama"", ""Romance"", ""War""]"
Gone Girl,"With his wife's disappearance having become the focus of an intense media circus, a man s the spotlight turned on him when it's suspected that he may not be innocent.",http://ia.media-imdb.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@.jpg,"[""Drama"", ""Mystery"", ""Thriller""]"
It Happened One Night,"A spoiled heiress, running away from her family, is helped by a man who is actually a reporter in need of a story.",http://ia.media-imdb.com/images/M/MV5BMTczOTQ1MTQ4MF5BMl5BanBnXkFtZTcwODI2MDk4OQ@@.jpg,"[""Comedy"", ""Romance""]"
Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",http://ia.media-imdb.com/images/M/MV5BMTg2MzcxNTY3NV5BMl5BanBnXkFtZTgwOTQ5NDQxMDE@.jpg,"[""Drama""]"
Into the Wild,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",http://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@.jpg,"[""Adventure"", ""Biography"", ""Drama""]"
Dial M for Murder,"An ex-tennis pro carries out a plot to murder his wife. When things go wrong, he improvises a brilliant plan B.",http://ia.media-imdb.com/images/M/MV5BMTMwNzc1MzM2M15BMl5BanBnXkFtZTYwNDUxNDU2.jpg,"[""Crime"", ""Thriller""]"
Rush,The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,http://ia.media-imdb.com/images/M/MV5BMTQyMDE0MTY0OV5BMl5BanBnXkFtZTcwMjI2OTI0OQ@@.jpg,"[""Action"", ""Biography"", ""Drama"", ""Sport""]"
The Maltese Falcon,"A private detective takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette.",http://ia.media-imdb.com/images/M/MV5BMTc4MDEzOTMwMl5BMl5BanBnXkFtZTgwMTc2NjgyMjE@.jpg,"[""Crime"", ""Drama"", ""Film-Noir"", ""Mystery""]"
The Sixth Sense,A boy who communicates with spirits that don't know they're dead ks the help of a disheartened child psychologist.,http://ia.media-imdb.com/images/M/MV5BMTc2MTQxNDI5MV5BMl5BanBnXkFtZTYwNjkzMDc4.jpg,"[""Drama"", ""Mystery"", ""Thriller""]"
Finding Nemo,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",http://ia.media-imdb.com/images/M/MV5BMTY1MTg1NDAxOV5BMl5BanBnXkFtZTcwMjg1MDI5Nw@@.jpg,"[""Animation"", ""Adventure"", ""Comedy"", ""Family""]"
Mary and Max,"A tale of friendship between two unlikely pen pals: Mary, a lonely, eight-year-old girl living in the suburbs of Melbourne, and Max, a forty-four-year old, severely obese man living in New York.",http://ia.media-imdb.com/images/M/MV5BMTQ1NDIyNTA1Nl5BMl5BanBnXkFtZTcwMjc2Njk3OA@@.jpg,"[""Animation"", ""Comedy"", ""Drama""]"
